UTCDateTime,mac_address,firmware_ver,hardware,current_temp_f,current_humidity,current_dewpoint_f,pressure,adc,mem,rssi,uptime,pm1_0_cf_1,pm2_5_cf_1,pm10_0_cf_1,pm1_0_atm,pm2_5_atm,pm10_0_atm,pm2.5_aqi_cf_1,pm2.5_aqi_atm,p_0_3_um,p_0_5_um,p_1_0_um,p_2_5_um,p_5_0_um,p_10_0_um,pm1_0_cf_1_b,pm2_5_cf_1_b,pm10_0_cf_1_b,pm1_0_atm_b,pm2_5_atm_b,pm10_0_atm_b,pm2.5_aqi_cf_1_b,pm2.5_aqi_atm_b,p_0_3_um_b,p_0_5_um_b,p_1_0_um_b,p_2_5_um_b,p_5_0_um_b,p_10_0_um_b,gas
2021/05/19T12:00:39z,10:52:1c:41:b0:6b,6.01,2.0+OPENLOG+15485 MB+DS3231+BME280+PMSX003-B+PMSX003-A,87,46,64,1002.71,nan,36656,0,116,3.98,6,7.37,3.98,6,7.37,25,25,1018.05,261.16,42.21,4.05,1.72,1.53,5.32,7.32,9.1,5.32,7.32,9.1,31,31,1146.6,318.45,34.5,5.8,2.85,1.05,
2021/05/19T12:02:39z,10:52:1c:41:b0:6b,6.01,2.0+OPENLOG+15485 MB+DS3231+BME280+PMSX003-B+PMSX003-A,88,45,64,1002.68,0,36424,0,236,4.77,7.61,9.96,4.77,7.61,9.96,32,32,1125.64,291.38,50.12,8.5,3.36,2.64,6.17,8.26,8.9,6.17,8.26,8.9,34,34,1282.34,354.38,39.41,4.41,1.03,0.17,
2021/05/19T12:04:39z,10:52:1c:41:b0:6b,6.01,2.0+OPENLOG+15485 MB+DS3231+BME280+PMSX003-B+PMSX003-A,89,44,64,1002.64,0,36392,0,356,4.58,6.08,7.61,4.58,6.08,7.61,25,25,1014.97,272.85,34.24,3.93,2,1.59,5.89,8.05,10.04,5.89,8.05,10.04,34,34,1204.32,340.84,41.05,6.49,2.81,2.32,
2021/05/19T12:06:39z,10:52:1c:41:b0:6b,6.01,2.0+OPENLOG+15485 MB+DS3231+BME280+PMSX003-B+PMSX003-A,89,44,64,1002.58,0,36392,0,476,4.39,6.1,9.03,4.39,6.1,9.03,25,25,992.44,265.05,36.25,6.61,3.66,3.66,5.36,7.13,8.82,5.36,7.13,8.82,30,30,1164.11,323.31,41.6,3.27,2.29,2.29,
2021/05/19T12:08:39z,10:52:1c:41:b0:6b,6.01,2.0+OPENLOG+15485 MB+DS3231+BME280+PMSX003-B+PMSX003-A,90,43,64,1002.59,0,36392,0,596,3.91,6.25,7.28,3.91,6.25,7.28,26,26,920.37,252.93,38.81,5.23,1.51,1.23,5,7.02,8.34,5,7.02,8.34,29,29,1121.79,308.17,34.62,4.28,2.03,0.97,
2021/05/19T12:10:39z,10:52:1c:41:b0:6b,6.01,2.0+OPENLOG+15485 MB+DS3231+BME280+PMSX003-B+PMSX003-A,90,42,64,1002.56,0,36392,0,716,4.02,5.88,7.52,4.02,5.88,7.52,24,24,920.62,256.02,38.89,4.57,2.29,1.75,4.59,6.45,8.4,4.59,6.45,8.4,27,27,1088.69,295.93,30,5.83,2.93,1.38,
2021/05/19T12:12:39z,10:52:1c:41:b0:6b,6.01,2.0+OPENLOG+15485 MB+DS3231+BME280+PMSX003-B+PMSX003-A,90,42,64,1002.56,0,36392,0,836,4.02,6.07,9.12,4.02,6.07,9.12,25,25,1004.48,267,36.79,6,4.07,3.72,4.88,7.12,10,4.88,7.12,10,30,30,1086.62,301.76,42.59,6.9,3.76,3,
2021/05/19T12:14:39z,10:52:1c:41:b0:6b,6.01,2.0+OPENLOG+15485 MB+DS3231+BME280+PMSX003-B+PMSX003-A,90,42,64,1002.34,0,36392,0,956,4.44,6.61,8,4.44,6.61,8,28,28,1026.86,265.92,38.42,4.95,1.93,1.93,5.37,7.11,8.4,5.37,7.11,8.4,30,30,1120.74,318.81,35.19,3.54,1.68,1.68,
2021/05/19T12:16:39z,10:52:1c:41:b0:6b,6.01,2.0+OPENLOG+15485 MB+DS3231+BME280+PMSX003-B+PMSX003-A,91,41,64,1002.47,0,36392,0,1076,3.78,5.78,8.47,3.78,5.78,8.47,24,24,919.14,240.53,33.64,7.21,3.55,2.72,4.74,6.55,9.05,4.74,6.55,9.05,27,27,1116.1,303.66,35.86,4.24,3.28,2.48,
2021/05/19T12:18:39z,10:52:1c:41:b0:6b,6.01,2.0+OPENLOG+15485 MB+DS3231+BME280+PMSX003-B+PMSX003-A,91,41,64,1002.39,0,36392,0,1196,4.39,6.61,9.52,4.39,6.61,9.52,28,28,978.27,268.7,40.57,7.54,3.82,3.29,5.14,7.25,9.14,5.14,7.25,9.14,30,30,1107.36,308.68,36.17,6.14,2.81,1.59,
2021/05/19T12:20:35z,10:52:1c:41:b0:6b,6.01,2.0+OPENLOG+15485 MB+DS3231+BME280+PMSX003-B+PMSX003-A,92,41,65,1002.47,nan,36656,0,115,4.19,5.98,10.64,4.19,5.98,10.64,25,25,970.57,258.14,39.69,8.76,6.57,4.76,4.9,6.88,9.98,4.9,6.88,9.98,29,29,1091.85,302,39.56,6.83,3.9,3.22,
2021/05/19T12:22:35z,10:52:1c:41:b0:6b,6.01,2.0+OPENLOG+15485 MB+DS3231+BME280+PMSX003-B+PMSX003-A,91,41,64,1002.45,0,36424,0,235,4.62,6.39,8.93,4.62,6.39,8.93,27,27,981.8,263.2,42.09,6.21,3.32,2.89,4.24,6.21,7.9,4.24,6.21,7.9,26,26,1020,282.1,38.17,4.55,2.21,1.69,
2021/05/19T12:24:35z,10:52:1c:41:b0:6b,6.01,2.0+OPENLOG+15485 MB+DS3231+BME280+PMSX003-B+PMSX003-A,92,40,64,1002.4,0,36392,0,355,4.64,6.39,8.25,4.64,6.39,8.25,27,27,949.47,262.24,32.85,5.73,2.64,1.66,4.68,6.79,8.73,4.68,6.79,8.73,28,28,1074.54,300.86,36.5,5.61,2.79,2.11,
2021/05/19T12:26:35z,10:52:1c:41:b0:6b,6.01,2.0+OPENLOG+15485 MB+DS3231+BME280+PMSX003-B+PMSX003-A,92,40,64,1002.35,0,36392,0,475,4.41,6.34,7.31,4.41,6.34,7.31,26,26,992.43,266.53,32.93,5,1.38,1.38,4.65,6.89,7.53,4.65,6.89,7.53,29,29,1113.49,300.84,40.18,3.82,0.87,0.55,
2021/05/19T12:28:35z,10:52:1c:41:b0:6b,6.01,2.0+OPENLOG+15485 MB+DS3231+BME280+PMSX003-B+PMSX003-A,92,39,64,1002.3,0,36392,0,595,4.12,6,9.69,4.12,6,9.69,25,25,945.67,258.95,35.67,7.83,5.17,4.07,4.05,5.75,6.69,4.05,5.75,6.69,24,24,1034.14,277.42,29.93,3.76,1.25,0.51,
2021/05/19T12:30:35z,10:52:1c:41:b0:6b,6.01,2.0+OPENLOG+15485 MB+DS3231+BME280+PMSX003-B+PMSX003-A,93,39,64,1002.24,0,36392,0,715,4.2,6.14,10.95,4.2,6.14,10.95,26,26,933.91,255.62,45.38,10.04,7.32,3.07,4.47,6.36,8.22,4.47,6.36,8.22,27,27,1083.83,293.66,32.45,4.59,2.76,1.93,
2021/05/19T12:32:35z,10:52:1c:41:b0:6b,6.01,2.0+OPENLOG+15485 MB+DS3231+BME280+PMSX003-B+PMSX003-A,93,39,64,1002.27,0,36392,0,835,3.79,5.38,8.17,3.79,5.38,8.17,22,22,889.66,237.34,33.98,5.66,3.69,3.31,4.72,6.65,8.02,4.72,6.65,8.02,28,28,1091.79,301.51,34.84,4.14,1.93,1.37,
2021/05/19T12:34:35z,10:52:1c:41:b0:6b,6.01,2.0+OPENLOG+15485 MB+DS3231+BME280+PMSX003-B+PMSX003-A,93,39,64,1002.27,0,36392,0,955,3.64,4.88,7.46,3.64,4.88,7.46,20,20,899.95,236.32,31.37,4.17,3.19,3.19,4.73,6.29,7.33,4.73,6.29,7.33,26,26,1044.87,290.91,35.38,3.02,1.42,0.55,
2021/05/19T12:36:35z,10:52:1c:41:b0:6b,6.01,2.0+OPENLOG+15485 MB+DS3231+BME280+PMSX003-B+PMSX003-A,93,39,64,1002.25,0,36392,0,1075,3.55,5.86,9.29,3.55,5.86,9.29,24,24,897.52,241.55,39.55,9.69,4.55,3.79,4.72,6.49,8.53,4.72,6.49,8.53,27,27,1049.47,293.02,33.58,4.53,2.67,2.32,
2021/05/19T12:38:35z,10:52:1c:41:b0:6b,6.01,2.0+OPENLOG+15485 MB+DS3231+BME280+PMSX003-B+PMSX003-A,93,38,64,1002.26,0,36392,0,1195,3.6,4.98,9.25,3.6,4.98,9.25,21,21,900.55,232.58,34.55,7.45,5.71,4.29,4.53,6.39,9.32,4.53,6.39,9.32,27,27,1047.89,292.74,34.35,7.51,3.68,3.23,
2021/05/19T12:40:31z,10:52:1c:41:b0:6b,6.01,2.0+OPENLOG+15485 MB+DS3231+BME280+PMSX003-B+PMSX003-A,93,38,64,1002.2,nan,36656,0,115,3.86,5.16,7.6,3.86,5.16,7.6,22,22,958.53,247.56,31.21,4.65,3.07,2.93,5.24,7.22,8.59,5.24,7.22,8.59,30,30,1096.83,305.07,41.85,3.71,1.8,0.93,
