UTCDateTime,mac_address,firmware_ver,hardware,current_temp_f,current_humidity,current_dewpoint_f,pressure,adc,mem,rssi,uptime,pm1_0_cf_1,pm2_5_cf_1,pm10_0_cf_1,pm1_0_atm,pm2_5_atm,pm10_0_atm,pm2.5_aqi_cf_1,pm2.5_aqi_atm,p_0_3_um,p_0_5_um,p_1_0_um,p_2_5_um,p_5_0_um,p_10_0_um,pm1_0_cf_1_b,pm2_5_cf_1_b,pm10_0_cf_1_b,pm1_0_atm_b,pm2_5_atm_b,pm10_0_atm_b,pm2.5_aqi_cf_1_b,pm2.5_aqi_atm_b,p_0_3_um_b,p_0_5_um_b,p_1_0_um_b,p_2_5_um_b,p_5_0_um_b,p_10_0_um_b,gas
2021/05/19T11:31:02z,10:52:1c:42:2a:d,6.01,2.0+OPENLOG+15485 MB+DS3231+BME280+PMSX003-B+PMSX003-A,84,46,61,1013.07,nan,36656,0,116,3.37,4.33,4.56,3.37,4.33,4.56,18,18,1048.05,288.7,26.53,0.6,0.3,0,4.8,6.28,6.4,4.8,6.28,6.4,26,26,1268.62,345.62,31.85,1.35,0,0,
2021/05/19T11:33:02z,10:52:1c:42:2a:d,6.01,2.0+OPENLOG+15485 MB+DS3231+BME280+PMSX003-B+PMSX003-A,85,46,62,1013.06,0.01,36504,0,236,3.29,4.78,5.11,3.29,4.78,5.11,20,20,982.2,268.18,35.73,1.98,0.35,0.25,5.88,7.63,8.63,5.88,7.63,8.63,32,32,1348.11,377.35,32.7,3.58,0.91,0.91,
2021/05/19T11:35:02z,10:52:1c:42:2a:d,6.01,2.0+OPENLOG+15485 MB+DS3231+BME280+PMSX003-B+PMSX003-A,85,46,62,1013.06,0.01,36504,0,356,2.67,4.67,5.81,2.67,4.67,5.81,19,19,923.53,259.72,37.71,3.72,1.43,0.36,5.77,7.16,8.39,5.77,7.16,8.39,30,30,1396.12,370.75,32.12,3.04,1.54,1.07,
2021/05/19T11:37:02z,10:52:1c:42:2a:d,6.01,2.0+OPENLOG+15485 MB+DS3231+BME280+PMSX003-B+PMSX003-A,85,45,61,1013.06,0.01,36504,0,476,3.29,5.31,5.66,3.29,5.31,5.66,22,22,982.47,276.54,35.49,1.34,0.58,0.14,5.02,7.47,9,5.02,7.47,9,31,31,1272.6,342.98,37.15,4.22,1.96,1.71,
2021/05/19T11:39:02z,10:52:1c:42:2a:d,6.01,2.0+OPENLOG+15485 MB+DS3231+BME280+PMSX003-B+PMSX003-A,85,46,62,1013.11,0.01,36504,0,596,2.98,4.59,4.84,2.98,4.59,4.84,19,19,958.5,266.29,29.14,1.88,0.27,0,5.21,7.47,8.82,5.21,7.47,8.82,31,31,1292.95,347.12,36.19,5.68,1.68,1.23,
2021/05/19T11:41:02z,10:52:1c:42:2a:d,6.01,2.0+OPENLOG+15485 MB+DS3231+BME280+PMSX003-B+PMSX003-A,85,45,61,1012.99,0.01,36504,0,716,3.18,4.4,5.16,3.18,4.4,5.16,18,18,920.47,254.74,33.18,2.12,1.21,0.25,3.88,5.84,7.07,3.88,5.84,7.07,24,24,1051.34,277.79,35.33,4.62,2.03,1,
2021/05/19T11:43:02z,10:52:1c:42:2a:d,6.01,2.0+OPENLOG+15485 MB+DS3231+BME280+PMSX003-B+PMSX003-A,86,45,62,1012.94,0.01,36504,0,836,3.21,4.1,5.34,3.21,4.1,5.34,17,17,924.78,251.07,32.22,2.59,1.71,0.41,5.44,7.53,8.53,5.44,7.53,8.53,31,31,1315.32,361.35,39.67,3.12,1.61,0.63,
2021/05/19T11:45:02z,10:52:1c:42:2a:d,6.01,2.0+OPENLOG+15485 MB+DS3231+BME280+PMSX003-B+PMSX003-A,86,45,62,1013.01,0.01,36504,0,956,2.4,3.95,4.14,2.4,3.95,4.14,16,16,812.79,222.97,32.1,1.98,0.48,0,4.98,6.31,7.33,4.98,6.31,7.33,26,26,1263.33,335.38,27.73,2.44,1.2,1.2,
2021/05/19T11:47:02z,10:52:1c:42:2a:d,6.01,2.0+OPENLOG+15485 MB+DS3231+BME280+PMSX003-B+PMSX003-A,86,45,62,1013,0.01,36504,0,1076,3.26,4.49,5.93,3.26,4.49,5.93,19,19,946.21,263.54,35.11,2.61,2.11,0.37,6.21,7.86,10.1,6.21,7.86,10.1,33,33,1416,382.36,33.57,4.38,2.97,2.72,
2021/05/19T11:49:02z,10:52:1c:42:2a:d,6.01,2.0+OPENLOG+15485 MB+DS3231+BME280+PMSX003-B+PMSX003-A,86,44,62,1012.98,0.01,36504,0,1196,2.65,4.16,4.67,2.65,4.16,4.67,17,17,861.16,241.6,31.61,2.09,0.74,0.3,4.98,6.17,7.22,4.98,6.17,7.22,26,26,1248.25,334.51,34,3.29,1.22,1.22,
2021/05/19T11:50:58z,10:52:1c:42:2a:d,6.01,2.0+OPENLOG+15485 MB+DS3231+BME280+PMSX003-B+PMSX003-A,86,45,62,1012.91,nan,36656,0,115,3.02,3.98,4.17,3.02,3.98,4.17,17,17,831.36,233.36,24.45,1.29,0.31,0,5.5,7.4,8.55,5.5,7.4,8.55,31,31,1303.35,366.3,30.6,2.9,1.7,0.8,
