UTCDateTime,mac_address,firmware_ver,hardware,current_temp_f,current_humidity,current_dewpoint_f,pressure,adc,mem,rssi,uptime,pm1_0_cf_1,pm2_5_cf_1,pm10_0_cf_1,pm1_0_atm,pm2_5_atm,pm10_0_atm,pm2.5_aqi_cf_1,pm2.5_aqi_atm,p_0_3_um,p_0_5_um,p_1_0_um,p_2_5_um,p_5_0_um,p_10_0_um,pm1_0_cf_1_b,pm2_5_cf_1_b,pm10_0_cf_1_b,pm1_0_atm_b,pm2_5_atm_b,pm10_0_atm_b,pm2.5_aqi_cf_1_b,pm2.5_aqi_atm_b,p_0_3_um_b,p_0_5_um_b,p_1_0_um_b,p_2_5_um_b,p_5_0_um_b,p_10_0_um_b,gas
2021/07/07T00:01:20z,10:52:1c:4d:aa:9c,6.01,2.0+OPENLOG+15485 MB+DS3231+BME280+PMSX003-B+PMSX003-A,92,43,66,991.56,0.02,36568,0,236,18.70,22.95,22.95,18.70,22.95,22.95,74,74,3352.23,923.16,123.21,0.00,0.00,0.00,14.71,19.61,20.03,14.71,19.61,20.03,67,67,3018.36,814.75,128.59,4.08,0.59,0.19
2021/07/07T00:03:20z,10:52:1c:4d:aa:9c,6.01,2.0+OPENLOG+15485 MB+DS3231+BME280+PMSX003-B+PMSX003-A,92,43,66,991.55,0.02,36568,0,356,19.41,24.57,25.00,19.19,24.57,25.00,77,77,3521.79,961.91,127.67,1.76,0.76,0.38,15.60,20.93,21.09,15.60,20.93,21.09,70,70,3144.05,867.43,138.19,4.40,0.31,0.00
2021/07/07T00:05:20z,10:52:1c:4d:aa:9c,6.01,2.0+OPENLOG+15485 MB+DS3231+BME280+PMSX003-B+PMSX003-A,92,43,66,991.59,0.02,36568,0,476,18.91,23.28,23.28,18.91,23.28,23.28,75,75,3417.41,938.22,117.79,0.00,0.00,0.00,14.89,19.86,20.42,14.89,19.86,20.42,67,67,2967.32,814.63,126.40,5.53,0.65,0.44
2021/07/07T00:07:20z,10:52:1c:4d:aa:9c,6.01,2.0+OPENLOG+15485 MB+DS3231+BME280+PMSX003-B+PMSX003-A,92,43,66,991.59,0.02,36568,0,596,19.40,24.24,24.69,19.29,24.24,24.69,77,77,3480.00,956.45,129.43,1.17,0.55,0.38,15.51,20.53,20.98,15.51,20.53,20.98,69,69,3118.16,856.33,120.74,5.75,0.42,0.00
2021/07/07T00:09:20z,10:52:1c:4d:aa:9c,6.01,2.0+OPENLOG+15485 MB+DS3231+BME280+PMSX003-B+PMSX003-A,92,43,66,991.59,0.02,36568,0,716,20.42,24.51,24.69,19.84,24.51,24.69,77,77,3517.58,988.95,124.87,0.91,0.07,0.00,15.28,19.81,20.19,15.28,19.81,20.19,67,67,3155.43,855.40,129.36,3.69,0.83,0.00
2021/07/07T00:11:20z,10:52:1c:4d:aa:9c,6.01,2.0+OPENLOG+15485 MB+DS3231+BME280+PMSX003-B+PMSX003-A,92,43,66,991.57,0.02,36568,0,836,19.04,23.42,23.88,19.04,23.42,23.88,75,75,3412.37,940.33,123.30,1.72,0.74,0.00,15.29,20.68,20.89,15.29,20.68,20.89,69,69,3131.68,853.75,127.57,6.79,0.18,0.09
2021/07/07T00:13:20z,10:52:1c:4d:aa:9c,6.01,2.0+OPENLOG+15485 MB+DS3231+BME280+PMSX003-B+PMSX003-A,89,43,64,989.23,0.02,36568,0,956,19.68,24.81,25.63,19.46,24.81,25.63,78,78,3528.10,985.00,126.39,2.00,1.08,0.37,14.93,20.54,20.77,14.93,20.54,20.77,69,69,2986.71,825.86,135.39,7.20,0.39,0.23
2021/07/07T00:15:20z,10:52:1c:4d:aa:9c,6.01,2.0+OPENLOG+15485 MB+DS3231+BME280+PMSX003-B+PMSX003-A,92,43,66,991.55,0.02,36568,0,1076,19.31,24.74,25.00,19.10,24.74,25.00,78,78,3394.29,958.64,132.88,1.07,0.48,0.24,16.09,21.10,21.34,16.09,21.10,21.34,70,70,3113.59,855.95,133.19,4.22,0.45,0.00
2021/07/07T00:17:20z,10:52:1c:4d:aa:9c,6.01,2.0+OPENLOG+15485 MB+DS3231+BME280+PMSX003-B+PMSX003-A,92,43,66,991.55,0.02,36568,0,1196,19.04,23.59,23.80,18.88,23.59,23.80,75,75,3449.41,948.41,117.34,1.43,0.21,0.00,15.46,20.08,20.31,15.46,20.08,20.31,68,68,3065.24,854.64,122.93,2.81,0.36,0.00
2021/07/07T00:19:17z,10:52:1c:4d:aa:9c,6.01,2.0+OPENLOG+15485 MB+DS3231+BME280+PMSX003-B+PMSX003-A,92,43,66,991.56,nan,36656,0,116,19.27,24.15,24.46,19.02,24.15,24.46,76,76,3409.39,948.49,119.46,1.95,0.00,0.00,15.77,21.35,21.35,15.77,21.35,21.35,70,70,3114.68,860.90,134.00,5.60,0.25,0.00
