UTCDateTime,mac_address,firmware_ver,hardware,current_temp_f,current_humidity,current_dewpoint_f,pressure,adc,mem,rssi,uptime,pm1_0_cf_1,pm2_5_cf_1,pm10_0_cf_1,pm1_0_atm,pm2_5_atm,pm10_0_atm,pm2.5_aqi_cf_1,pm2.5_aqi_atm,p_0_3_um,p_0_5_um,p_1_0_um,p_2_5_um,p_5_0_um,p_10_0_um,pm1_0_cf_1_b,pm2_5_cf_1_b,pm10_0_cf_1_b,pm1_0_atm_b,pm2_5_atm_b,pm10_0_atm_b,pm2.5_aqi_cf_1_b,pm2.5_aqi_atm_b,p_0_3_um_b,p_0_5_um_b,p_1_0_um_b,p_2_5_um_b,p_5_0_um_b,p_10_0_um_b,gas
2021/06/02T10:58:10z,10:52:1c:4d:86:b6,6.01,2.0+OPENLOG+15485 MB+DS3231+BME280+PMSX003-B+PMSX003-A,88,34,56,996.47,nan,36656,0,116,13.48,19.6,21.24,13.48,19.6,21.24,67,67,2699.29,766.71,129.17,9.83,2.26,1.36,12.43,18.35,20.2,12.4,18.35,20.2,64,64,2602.65,724.53,116.9,11.05,2.6,2.17,
2021/06/02T11:00:10z,10:52:1c:4d:86:b6,6.01,2.0+OPENLOG+15485 MB+DS3231+BME280+PMSX003-B+PMSX003-A,88,33,55,996.43,0,36568,0,236,13.75,19.58,21.65,13.75,19.58,21.65,67,67,2729.67,771.62,126.84,9.89,2.47,2,12.38,20.34,23.43,12.38,20.34,23.43,68,68,2635.45,727.43,139.67,19.29,3.88,2.07,
2021/06/02T11:02:10z,10:52:1c:4d:86:b6,6.01,2.0+OPENLOG+15485 MB+DS3231+BME280+PMSX003-B+PMSX003-A,88,32,55,996.26,0,36568,0,356,13.54,17.95,20.95,13.54,17.95,20.95,63,63,2688.71,756.97,109.81,9.68,3.47,2.29,11.8,16.86,18.77,11.8,16.86,18.77,61,61,2533.71,687.7,114.64,8.43,2.79,1.04,
2021/06/02T11:04:10z,10:52:1c:4d:86:b6,6.01,2.0+OPENLOG+15485 MB+DS3231+BME280+PMSX003-B+PMSX003-A,88,32,54,996.36,0,36568,0,476,13.05,18.12,20.24,13.05,18.12,20.24,64,64,2641.37,726.97,115.58,9.15,3.25,2.12,12.52,18.02,20,12.52,18.02,20,63,63,2552.06,693.83,115.26,10.46,3,1.31,
2021/06/02T11:06:10z,10:52:1c:4d:86:b6,6.01,2.0+OPENLOG+15485 MB+DS3231+BME280+PMSX003-B+PMSX003-A,89,31,55,996.31,0,36568,0,596,12.86,17.57,19.34,12.86,17.57,19.34,63,63,2554.86,718.28,109.79,6.91,2.48,1.24,11.09,16.11,18.12,11.09,16.11,18.12,59,59,2333.26,634.11,113.3,8.89,2.6,1.72,
2021/06/02T11:08:10z,10:52:1c:4d:86:b6,6.01,2.0+OPENLOG+15485 MB+DS3231+BME280+PMSX003-B+PMSX003-A,89,31,54,996.34,0,36568,0,716,12.58,16.47,18.51,12.58,16.47,18.51,60,60,2535.89,715.44,96.84,5.86,2.58,1.74,11.41,16.5,18.45,11.41,16.5,18.45,60,60,2325.41,644.48,109.79,10.69,2.34,1.62,
2021/06/02T11:10:10z,10:52:1c:4d:86:b6,6.01,2.0+OPENLOG+15485 MB+DS3231+BME280+PMSX003-B+PMSX003-A,89,31,54,996.34,0,36568,0,836,12.15,15.78,17.02,12.15,15.78,17.02,59,59,2445.56,681.9,100.97,3.49,1.44,0.88,10.07,16.42,18.74,10.07,16.42,18.74,60,60,2181.89,612.49,114.91,13.91,3.26,2.32,
2021/06/02T11:12:10z,10:52:1c:4d:86:b6,6.01,2.0+OPENLOG+15485 MB+DS3231+BME280+PMSX003-B+PMSX003-A,89,31,54,996.46,0,36568,0,956,12.21,17.21,18.59,12.21,17.21,18.59,62,62,2455.19,689.81,109.24,7,1.88,1.1,10.16,14.66,16.61,10.16,14.66,16.61,56,56,2166.59,593.86,107.88,6.79,1.93,1,
2021/06/02T11:14:10z,10:52:1c:4d:86:b6,6.01,2.0+OPENLOG+15485 MB+DS3231+BME280+PMSX003-B+PMSX003-A,89,30,54,996.38,0,36504,0,1076,11.96,16.14,17.49,11.96,16.14,17.49,59,59,2374.84,665.68,95.95,4.11,2.28,1.18,8.53,12.89,14.74,8.53,12.89,14.74,53,53,1847.89,510.77,100.95,7.3,2.35,1.12,
2021/06/02T11:16:10z,10:52:1c:4d:86:b6,6.01,2.0+OPENLOG+15485 MB+DS3231+BME280+PMSX003-B+PMSX003-A,89,30,54,996.43,0,36504,0,1196,11.42,15.93,17.67,11.42,15.93,17.67,59,59,2267.37,650.09,98.72,8.3,2.61,1.93,9.72,14.43,15.86,9.72,14.43,15.86,56,56,2118.93,582.1,95.69,8.88,1.74,1.09,
