UTCDateTime,mac_address,firmware_ver,hardware,current_temp_f,current_humidity,current_dewpoint_f,pressure,adc,mem,rssi,uptime,pm1_0_cf_1,pm2_5_cf_1,pm10_0_cf_1,pm1_0_atm,pm2_5_atm,pm10_0_atm,pm2.5_aqi_cf_1,pm2.5_aqi_atm,p_0_3_um,p_0_5_um,p_1_0_um,p_2_5_um,p_5_0_um,p_10_0_um,pm1_0_cf_1_b,pm2_5_cf_1_b,pm10_0_cf_1_b,pm1_0_atm_b,pm2_5_atm_b,pm10_0_atm_b,pm2.5_aqi_cf_1_b,pm2.5_aqi_atm_b,p_0_3_um_b,p_0_5_um_b,p_1_0_um_b,p_2_5_um_b,p_5_0_um_b,p_10_0_um_b,gas
2021/06/03T00:01:43z,10:52:1c:4d:86:b6,6.01,2.0+OPENLOG+15485 MB+DS3231+BME280+PMSX003-B+PMSX003-A,87,31,53,997.23,0,36504,0,476,4.6,6.4,6.74,4.6,6.4,6.74,27,27,1171.4,330.1,41.97,2.84,0.47,0.29,4.38,6.05,6.25,4.38,6.05,6.25,25,25,1138.5,292.7,39.77,1.18,0.29,0,
2021/06/03T00:03:43z,10:52:1c:4d:86:b6,6.01,2.0+OPENLOG+15485 MB+DS3231+BME280+PMSX003-B+PMSX003-A,87,31,53,997.27,0,36504,0,596,5.28,7.02,7.4,5.28,7.02,7.4,29,29,1222.55,340.4,47.62,2.28,0.33,0.33,4.09,6,6.24,4.09,6,6.24,25,25,1097.9,296.4,44.22,1.34,0.31,0,
2021/06/03T00:05:43z,10:52:1c:4d:86:b6,6.01,2.0+OPENLOG+15485 MB+DS3231+BME280+PMSX003-B+PMSX003-A,87,31,53,997.28,0,36504,0,716,3.82,5.93,6.39,3.82,5.93,6.39,25,25,1039.77,289.07,49.18,1.98,0.7,0.38,3.84,5.64,5.83,3.84,5.64,5.83,23,23,1078.45,275.98,39.17,0.97,0.33,0.05,
2021/06/03T00:07:43z,10:52:1c:4d:86:b6,6.01,2.0+OPENLOG+15485 MB+DS3231+BME280+PMSX003-B+PMSX003-A,87,32,53,997.37,0,36504,0,836,4.72,6.41,7.31,4.72,6.41,7.31,27,27,1133.38,315.57,42.88,2.64,1.12,0.57,4.26,5.63,6.04,4.26,5.63,6.04,23,23,1061.37,277.21,38.28,1.61,0.42,0.18,
2021/06/03T00:09:43z,10:52:1c:4d:86:b6,6.01,2.0+OPENLOG+15485 MB+DS3231+BME280+PMSX003-B+PMSX003-A,87,32,53,997.38,0,36504,0,956,4.73,6.31,6.68,4.73,6.31,6.68,26,26,1121.14,320.25,44.05,1.78,0.53,0.08,4.14,5.59,5.98,4.14,5.59,5.98,23,23,1106.25,292.98,39.23,0.73,0.36,0.25,
2021/06/03T00:11:43z,10:52:1c:4d:86:b6,6.01,2.0+OPENLOG+15485 MB+DS3231+BME280+PMSX003-B+PMSX003-A,87,32,53,997.35,0,36504,0,1076,5.16,6.77,6.82,5.16,6.77,6.82,28,28,1233.63,344.4,43.44,0.75,0,0,4.53,6.16,6.91,4.53,6.16,6.91,26,26,1224.63,312.63,46.49,1.77,0.88,0.42,
2021/06/03T00:13:43z,10:52:1c:4d:86:b6,6.01,2.0+OPENLOG+15485 MB+DS3231+BME280+PMSX003-B+PMSX003-A,87,32,53,997.31,0,36504,0,1196,4.86,6.12,7.05,4.86,6.12,7.05,26,26,1142.36,320.95,37.59,2.43,0.86,0.86,4.45,6.13,7.03,4.45,6.13,7.03,26,26,1094.85,293.97,45.42,2.85,0.65,0.48,
2021/06/03T00:15:40z,10:52:1c:4d:86:b6,6.01,2.0+OPENLOG+15485 MB+DS3231+BME280+PMSX003-B+PMSX003-A,87,32,53,997.29,nan,36656,0,116,4.69,7.79,8.02,4.69,7.79,8.02,32,32,1149,318.86,55.88,5.38,0.6,0,3.65,5.15,5.93,3.65,5.15,5.93,21,21,1037.47,277.05,41.08,1.85,1.33,0.4,
2021/06/03T00:17:40z,10:52:1c:4d:86:b6,6.01,2.0+OPENLOG+15485 MB+DS3231+BME280+PMSX003-B+PMSX003-A,87,32,53,997.25,0,36568,0,236,4.77,6.46,7,4.77,6.46,7,27,27,1125.74,307.7,44.26,2.56,0.74,0.23,3.14,5.1,5.81,3.14,5.1,5.81,21,21,1052.84,278.52,45.48,2.6,0.72,0.09,
2021/06/03T00:19:40z,10:52:1c:4d:86:b6,6.01,2.0+OPENLOG+15485 MB+DS3231+BME280+PMSX003-B+PMSX003-A,87,32,53,997.21,0,36568,0,356,4.4,6.1,6.45,4.4,6.1,6.45,25,25,1099.24,306.83,39.76,2.71,0.59,0.4,4.21,6.12,6.25,4.21,6.12,6.25,26,26,1079.89,286.02,46.11,1.59,0.23,0.23,
