UTCDateTime,mac_address,firmware_ver,hardware,current_temp_f,current_humidity,current_dewpoint_f,pressure,adc,mem,rssi,uptime,pm1_0_cf_1,pm2_5_cf_1,pm10_0_cf_1,pm1_0_atm,pm2_5_atm,pm10_0_atm,pm2.5_aqi_cf_1,pm2.5_aqi_atm,p_0_3_um,p_0_5_um,p_1_0_um,p_2_5_um,p_5_0_um,p_10_0_um,pm1_0_cf_1_b,pm2_5_cf_1_b,pm10_0_cf_1_b,pm1_0_atm_b,pm2_5_atm_b,pm10_0_atm_b,pm2.5_aqi_cf_1_b,pm2.5_aqi_atm_b,p_0_3_um_b,p_0_5_um_b,p_1_0_um_b,p_2_5_um_b,p_5_0_um_b,p_10_0_um_b,gas
2021/06/03T12:09:46z,10:52:1c:41:b0:6b,6.01,2.0+OPENLOG+15485 MB+DS3231+BME280+PMSX003-B+PMSX003-A,85,36,55,1013.39,nan,36656,0,116,4.51,6.79,7.88,4.51,6.79,7.88,28,28,1046.51,279.91,40.4,3.86,1.4,1.4,5.12,7.63,9.27,5.12,7.63,9.27,32,32,1123.32,311.76,50.1,5.07,2.73,0,
2021/06/03T12:11:46z,10:52:1c:41:b0:6b,6.01,2.0+OPENLOG+15485 MB+DS3231+BME280+PMSX003-B+PMSX003-A,84,37,55,1013.41,0,34384,0,236,5.29,7.51,8.95,5.29,7.51,8.95,31,31,1119.93,305.75,47.76,3.82,2.04,1.02,6.32,8.83,9.64,6.32,8.83,9.64,37,37,1282.17,353.59,50.95,3.12,0.88,0.88,
2021/06/03T12:13:46z,10:52:1c:41:b0:6b,6.01,2.0+OPENLOG+15485 MB+DS3231+BME280+PMSX003-B+PMSX003-A,84,37,55,1013.46,0,35480,-72,356,4.94,7.84,12.03,4.94,7.84,12.03,33,33,1111.5,301.18,60.11,9.06,6.19,2.94,5.54,7.81,8.98,5.54,7.81,8.98,33,33,1167.56,323.56,44.81,4.41,1.81,0.85,
2021/06/03T12:15:46z,10:52:1c:41:b0:6b,6.01,2.0+OPENLOG+15485 MB+DS3231+BME280+PMSX003-B+PMSX003-A,84,37,55,1013.53,0,35960,-72,476,5.32,7.02,8.61,5.32,7.02,8.61,29,29,1103.79,304.21,39.96,4.04,2.18,2.04,6.15,9.18,10.74,6.15,9.18,10.74,38,38,1220.75,344.52,56.56,7.08,2.56,0.72,
2021/06/03T12:17:46z,10:52:1c:41:b0:6b,6.01,2.0+OPENLOG+15485 MB+DS3231+BME280+PMSX003-B+PMSX003-A,84,38,55,1013.43,0,35816,-80,596,6.57,8.91,9.66,6.57,8.91,9.66,37,37,1258.6,356.55,51.59,3.66,1.03,1.03,7.09,9.21,10.05,7.09,9.21,10.05,38,38,1404.74,394.95,43.89,3.79,0.77,0.67,
2021/06/03T12:19:46z,10:52:1c:41:b0:6b,6.01,2.0+OPENLOG+15485 MB+DS3231+BME280+PMSX003-B+PMSX003-A,84,37,55,1013.41,0,35816,-73,716,6.15,9.08,10.15,6.15,9.08,10.15,38,38,1231.2,340.08,54.1,4.8,1.53,1.1,6.98,9.96,12.56,6.98,9.96,12.56,42,42,1447.53,403.93,55.16,7.42,3.49,2.76,
2021/06/03T12:21:46z,10:52:1c:41:b0:6b,6.01,2.0+OPENLOG+15485 MB+DS3231+BME280+PMSX003-B+PMSX003-A,84,37,55,1013.43,0,35816,-79,836,5.34,7.59,8.81,5.34,7.59,8.81,32,32,1143.98,302.72,45.57,3.93,1.9,1.59,6.16,8.88,10,6.16,8.88,10,37,37,1214.95,346.53,53.75,4,1.51,1.16,
2021/06/03T12:23:46z,10:52:1c:41:b0:6b,6.01,2.0+OPENLOG+15485 MB+DS3231+BME280+PMSX003-B+PMSX003-A,84,37,55,1013.34,0,35816,-75,956,5.75,7.71,8.29,5.75,7.71,8.29,32,32,1156.85,317.29,51.98,1.38,0.73,0.51,6.75,9.2,10.29,6.75,9.2,10.29,38,38,1293.66,368.95,51.12,2.88,1.46,1.29,
2021/06/03T12:25:46z,10:52:1c:41:b0:6b,6.01,2.0+OPENLOG+15485 MB+DS3231+BME280+PMSX003-B+PMSX003-A,85,37,56,1013.33,0,35816,-77,1076,6.62,9.75,12.14,6.62,9.75,12.14,41,41,1353.75,361.88,62.59,7.57,3.18,2.75,7.56,10.46,13.03,7.56,10.46,13.03,44,44,1437.15,423.42,59.36,6.2,3.56,2.71,
2021/06/03T12:27:46z,10:52:1c:41:b0:6b,6.01,2.0+OPENLOG+15485 MB+DS3231+BME280+PMSX003-B+PMSX003-A,85,37,55,1013.32,0,35784,-77,1196,6.21,8.88,11.76,6.21,8.88,11.76,37,37,1307.22,352.97,55.76,8.28,3.76,2.93,6.95,9.98,10.43,6.95,9.98,10.43,42,42,1320.43,384.14,57.71,3.75,0.64,0.25,
