UTCDateTime,mac_address,firmware_ver,hardware,current_temp_f,current_humidity,current_dewpoint_f,pressure,adc,mem,rssi,uptime,pm1_0_cf_1,pm2_5_cf_1,pm10_0_cf_1,pm1_0_atm,pm2_5_atm,pm10_0_atm,pm2.5_aqi_cf_1,pm2.5_aqi_atm,p_0_3_um,p_0_5_um,p_1_0_um,p_2_5_um,p_5_0_um,p_10_0_um,pm1_0_cf_1_b,pm2_5_cf_1_b,pm10_0_cf_1_b,pm1_0_atm_b,pm2_5_atm_b,pm10_0_atm_b,pm2.5_aqi_cf_1_b,pm2.5_aqi_atm_b,p_0_3_um_b,p_0_5_um_b,p_1_0_um_b,p_2_5_um_b,p_5_0_um_b,p_10_0_um_b,gas
2021/06/03T00:01:25z,10:52:1c:4d:ae:9b,6.01,2.0+OPENLOG+15485 MB+DS3231+BME280+PMSX003-B+PMSX003-A,89,31,54,997.79,0.02,36504,0,715,4.61,6.75,7.89,4.61,6.75,7.89,28,28,1019.79,283.47,40.67,3.82,1.51,0.39,3.36,4.93,5.27,3.36,4.93,5.27,21,21,903.61,249.97,34.8,1.9,0.39,0.39,
2021/06/03T00:03:25z,10:52:1c:4d:ae:9b,6.01,2.0+OPENLOG+15485 MB+DS3231+BME280+PMSX003-B+PMSX003-A,89,31,54,997.79,0.02,36504,0,835,4.37,6.37,6.85,4.37,6.37,6.85,27,27,983.59,269.56,42.17,2.37,0.75,0,2.91,4.14,5.14,2.91,4.14,5.14,17,17,861.75,234.32,34.79,2.23,1.27,0.98,
2021/06/03T00:05:25z,10:52:1c:4d:ae:9b,6.01,2.0+OPENLOG+15485 MB+DS3231+BME280+PMSX003-B+PMSX003-A,89,31,54,997.84,0.02,36504,0,955,4.8,5.97,6.36,4.8,5.97,6.36,25,25,1044.71,282.14,33.76,1.02,0.68,0,2.56,4.11,4.75,2.56,4.11,4.75,17,17,813.16,230.27,32.4,2.27,0.78,0.56,
2021/06/03T00:07:25z,10:52:1c:4d:ae:9b,6.01,2.0+OPENLOG+15485 MB+DS3231+BME280+PMSX003-B+PMSX003-A,89,31,54,997.87,0.02,36504,0,1075,4.81,6.52,6.57,4.81,6.52,6.57,27,27,1049.48,287,37.9,1.14,0.1,0,2.86,4.33,4.55,2.86,4.33,4.55,18,18,852.26,239.69,33.43,1.26,0.22,0.22,
2021/06/03T00:09:25z,10:52:1c:4d:ae:9b,6.01,2.0+OPENLOG+15485 MB+DS3231+BME280+PMSX003-B+PMSX003-A,89,31,54,997.92,0.02,36504,0,1195,4.36,6.27,6.27,4.36,6.27,6.27,26,26,984.64,278.18,34.36,2.25,0,0,3,4.13,4.58,3,4.13,4.58,17,17,815.4,230.1,28.98,2.22,0.6,0.18,
2021/06/03T00:11:21z,10:52:1c:4d:ae:9b,6.01,2.0+OPENLOG+15485 MB+DS3231+BME280+PMSX003-B+PMSX003-A,89,31,54,997.91,nan,36656,0,115,4.57,6.4,7.1,4.57,6.4,7.1,27,27,1066.14,284.71,44.05,2.14,1.33,0,3.03,4.43,5.3,3.03,4.43,5.3,18,18,828.9,237.98,31.77,2.15,1.05,1.05,
2021/06/03T00:13:21z,10:52:1c:4d:ae:9b,6.01,2.0+OPENLOG+15485 MB+DS3231+BME280+PMSX003-B+PMSX003-A,89,31,54,997.84,0.02,36568,0,235,4.59,6.07,6.32,4.59,6.07,6.32,25,25,1028.57,287.93,34.79,1.71,0.46,0,3.49,5.12,5.35,3.49,5.12,5.35,21,21,914,255.18,32.37,2.18,0.42,0.21,
2021/06/03T00:15:21z,10:52:1c:4d:ae:9b,6.01,2.0+OPENLOG+15485 MB+DS3231+BME280+PMSX003-B+PMSX003-A,89,31,54,997.78,0.02,36568,0,355,4.22,5.63,6.42,4.22,5.63,6.42,23,23,998.95,265.29,38.98,1.73,1.36,0,2.89,4.11,4.3,2.89,4.11,4.3,17,17,822.84,226.84,28.51,1.18,0.25,0,
2021/06/03T00:17:21z,10:52:1c:4d:ae:9b,6.01,2.0+OPENLOG+15485 MB+DS3231+BME280+PMSX003-B+PMSX003-A,89,31,54,997.76,0.02,36568,0,475,4.69,6.48,6.83,4.69,6.48,6.83,27,27,1103.69,299.52,44.55,0.48,0.48,0,3.18,4.49,4.67,3.18,4.49,4.67,19,19,877.79,239.09,30.98,1.53,0.26,0.05,
2021/06/03T00:19:21z,10:52:1c:4d:ae:9b,6.01,2.0+OPENLOG+15485 MB+DS3231+BME280+PMSX003-B+PMSX003-A,89,31,54,997.77,0.02,36568,0,595,4.75,6.47,6.47,4.75,6.47,6.47,27,27,1039.37,290.28,29.54,0.91,0,0,3.24,4.8,4.95,3.24,4.8,4.95,20,20,835.37,234.32,33.41,2.83,0.15,0.15,
