UTCDateTime,mac_address,firmware_ver,hardware,current_temp_f,current_humidity,current_dewpoint_f,pressure,adc,mem,rssi,uptime,pm1_0_cf_1,pm2_5_cf_1,pm10_0_cf_1,pm1_0_atm,pm2_5_atm,pm10_0_atm,pm2.5_aqi_cf_1,pm2.5_aqi_atm,p_0_3_um,p_0_5_um,p_1_0_um,p_2_5_um,p_5_0_um,p_10_0_um,pm1_0_cf_1_b,pm2_5_cf_1_b,pm10_0_cf_1_b,pm1_0_atm_b,pm2_5_atm_b,pm10_0_atm_b,pm2.5_aqi_cf_1_b,pm2.5_aqi_atm_b,p_0_3_um_b,p_0_5_um_b,p_1_0_um_b,p_2_5_um_b,p_5_0_um_b,p_10_0_um_b,gas
2021/06/02T11:09:44z,10:52:1c:4d:af:f9,6.01,2.0+OPENLOG+15485 MB+DS3231+BME280+PMSX003-B+PMSX003-A,85,36,55,997.1,nan,36656,0,116,11.71,16.32,16.39,11.71,16.32,16.39,60,60,2468.71,683.78,102.32,2.61,0.07,0.02,8.18,11.68,12.18,8.18,11.68,12.18,49,49,1800.15,500.02,77,4.05,0.55,0.25,
2021/06/02T11:11:44z,10:52:1c:4d:af:f9,6.01,2.0+OPENLOG+15485 MB+DS3231+BME280+PMSX003-B+PMSX003-A,85,36,55,997.04,0.02,36568,0,236,12.63,18.28,19.82,12.63,18.28,19.82,64,64,2629.21,736,112.4,6.67,1.74,1.23,8.86,13.24,14.36,8.86,13.24,14.36,53,53,1851.92,521.47,90.2,9.29,1.36,0.75,
2021/06/02T11:13:44z,10:52:1c:4d:af:f9,6.01,2.0+OPENLOG+15485 MB+DS3231+BME280+PMSX003-B+PMSX003-A,85,36,55,997.08,0.01,36192,0,356,10.71,15.44,16.73,10.71,15.44,16.73,58,58,2302.42,633.32,104.61,4.63,1.86,0.39,8.3,12.62,13.75,8.3,12.62,13.75,52,52,1728.59,485.12,102.04,5.43,1.57,1.18,
2021/06/02T11:15:44z,10:52:1c:4d:af:f9,6.01,2.0+OPENLOG+15485 MB+DS3231+BME280+PMSX003-B+PMSX003-A,85,36,55,997.12,0.01,36128,0,476,10.2,13.56,14.36,10.2,13.56,14.36,54,54,2211.1,599.64,87.9,3.29,1.03,0.63,8.05,11.54,13.88,8.05,11.54,13.88,48,48,1742.89,485.36,80.12,6.29,3.39,2.07,
2021/06/02T11:17:44z,10:52:1c:4d:af:f9,6.01,2.0+OPENLOG+15485 MB+DS3231+BME280+PMSX003-B+PMSX003-A,85,34,54,997.11,0.01,36128,0,596,9.56,12.68,13.67,9.56,12.68,13.67,52,52,2070.47,564.75,81.42,4.25,1.16,0.72,7.66,12.26,13.07,7.66,12.26,13.07,51,51,1586.48,455.29,85.98,8.17,0.83,0.69,
2021/06/02T11:19:44z,10:52:1c:4d:af:f9,6.01,2.0+OPENLOG+15485 MB+DS3231+BME280+PMSX003-B+PMSX003-A,86,35,55,997.11,0.01,36128,0,716,10.09,14.11,14.72,10.09,14.11,14.72,55,55,2155.83,596.35,90.72,4.11,0.8,0.35,7.42,10.56,12.37,7.42,10.56,12.37,44,44,1544.95,448.44,82.39,5.22,2.27,1.86,
2021/06/02T11:21:44z,10:52:1c:4d:af:f9,6.01,2.0+OPENLOG+15485 MB+DS3231+BME280+PMSX003-B+PMSX003-A,86,35,55,997.09,0.01,36128,0,836,11.36,15.64,16.44,11.36,15.64,16.44,58,58,2334.86,643.34,94.76,5.8,1.14,0.68,8.64,12,12.91,8.64,12,12.91,50,50,1730.38,493.36,88.93,4.93,1.14,0.55,
2021/06/02T11:23:44z,10:52:1c:4d:af:f9,6.01,2.0+OPENLOG+15485 MB+DS3231+BME280+PMSX003-B+PMSX003-A,85,35,55,997.2,0.01,36128,0,956,10.6,14.18,14.87,10.6,14.18,14.87,55,55,2205.65,606.03,89.55,2.78,0.88,0.23,7.48,12.45,13.82,7.48,12.45,13.82,52,52,1669.12,477.61,89.43,8.93,1.89,1.14,
2021/06/02T11:25:44z,10:52:1c:4d:af:f9,6.01,2.0+OPENLOG+15485 MB+DS3231+BME280+PMSX003-B+PMSX003-A,86,36,56,997.21,0.01,36128,0,1076,9.41,13.09,13.4,9.41,13.09,13.4,53,53,2035.14,562.05,87.64,1.83,0.19,0,7.38,10.98,12.21,7.38,10.98,12.21,46,46,1553.48,445.14,75.4,6.76,1.21,0.28,
2021/06/02T11:27:44z,10:52:1c:4d:af:f9,6.01,2.0+OPENLOG+15485 MB+DS3231+BME280+PMSX003-B+PMSX003-A,86,36,55,997.16,0.01,36128,0,1196,9.88,13.55,14.16,9.88,13.55,14.16,54,54,2086.45,577.71,87.34,2.64,0.5,0.21,7.47,11.25,12.86,7.47,11.25,12.86,47,47,1665.84,459.44,81.93,6.98,2.21,1.02,
2021/06/02T11:29:40z,10:52:1c:4d:af:f9,6.01,2.0+OPENLOG+15485 MB+DS3231+BME280+PMSX003-B+PMSX003-A,86,35,55,997.1,nan,36656,0,116,10.21,15.17,16.43,10.21,15.17,16.43,57,57,2151.36,600.45,104.43,4.57,1.69,1,7.61,12.15,13.51,7.61,12.15,13.51,51,51,1642.61,465.24,77.63,12.83,1.95,1.17,
