UTCDateTime,mac_address,firmware_ver,hardware,current_temp_f,current_humidity,current_dewpoint_f,pressure,adc,mem,rssi,uptime,pm1_0_cf_1,pm2_5_cf_1,pm10_0_cf_1,pm1_0_atm,pm2_5_atm,pm10_0_atm,pm2.5_aqi_cf_1,pm2.5_aqi_atm,p_0_3_um,p_0_5_um,p_1_0_um,p_2_5_um,p_5_0_um,p_10_0_um,pm1_0_cf_1_b,pm2_5_cf_1_b,pm10_0_cf_1_b,pm1_0_atm_b,pm2_5_atm_b,pm10_0_atm_b,pm2.5_aqi_cf_1_b,pm2.5_aqi_atm_b,p_0_3_um_b,p_0_5_um_b,p_1_0_um_b,p_2_5_um_b,p_5_0_um_b,p_10_0_um_b,gas
2021/06/02T00:01:30z,10:52:1c:4d:af:f9,6.01,2.0+OPENLOG+15485 MB+DS3231+BME280+PMSX003-B+PMSX003-A,77,46,55,991.95,0.02,36504,0,955,6.24,9.02,9.79,6.24,9.02,9.79,38,38,1570.97,422.93,69.47,2.1,1.03,0.78,4.22,6.62,7,4.22,6.62,7,28,28,1099.04,313.35,48.18,3.93,0.51,0.51,
2021/06/02T00:03:29z,10:52:1c:4d:af:f9,6.01,2.0+OPENLOG+15485 MB+DS3231+BME280+PMSX003-B+PMSX003-A,77,46,54,992.02,0.02,36504,0,1075,5.95,8.53,8.93,5.95,8.53,8.93,36,36,1423.16,394.95,55.04,3.67,0.74,0.19,3.84,6.4,7.45,3.84,6.4,7.45,27,27,1030.4,291.55,44.98,7.55,1.14,0.83,
2021/06/02T00:05:29z,10:52:1c:4d:af:f9,6.01,2.0+OPENLOG+15485 MB+DS3231+BME280+PMSX003-B+PMSX003-A,77,46,54,992.06,0.02,36504,0,1195,6.53,8.73,9,6.53,8.73,9,36,36,1552.15,413.65,53.64,3.07,0.16,0,4.36,6.27,7.24,4.36,6.27,7.24,26,26,1096.32,312.81,40.97,3.05,1.46,1.12,
2021/06/02T00:07:25z,10:52:1c:4d:af:f9,6.01,2.0+OPENLOG+15485 MB+DS3231+BME280+PMSX003-B+PMSX003-A,77,46,54,992.04,nan,36656,0,115,5.95,9.07,10.21,5.95,9.07,10.21,38,38,1458.49,405.88,62.74,5.86,1.49,0.63,4.6,6.57,8.12,4.6,6.57,8.12,27,27,1126.35,325.02,51.3,4.85,1.45,0.75,
2021/06/02T00:09:25z,10:52:1c:4d:af:f9,6.01,2.0+OPENLOG+15485 MB+DS3231+BME280+PMSX003-B+PMSX003-A,77,46,54,992.08,0.02,36504,0,235,5.68,7.77,8.81,5.68,7.77,8.81,32,32,1385.42,379.21,46.56,3.46,1.18,0.7,4.17,6.28,7.57,4.17,6.28,7.57,26,26,1100.33,308.28,44.57,3.69,2.41,0,
2021/06/02T00:11:25z,10:52:1c:4d:af:f9,6.01,2.0+OPENLOG+15485 MB+DS3231+BME280+PMSX003-B+PMSX003-A,77,46,54,992.07,0.02,36504,0,355,5.59,8.48,8.93,5.59,8.48,8.93,35,35,1417.71,384.53,56.83,3.74,0.5,0.29,4.11,7.12,7.86,4.11,7.12,7.86,30,30,1095.43,313.45,57.43,3.68,1.11,0.43,
2021/06/02T00:13:25z,10:52:1c:4d:af:f9,6.01,2.0+OPENLOG+15485 MB+DS3231+BME280+PMSX003-B+PMSX003-A,77,46,54,992.09,0.02,36504,0,475,5.6,8.21,8.41,5.6,8.21,8.41,34,34,1410.16,384.16,53.48,2.53,0.57,0.4,4.2,8.25,9.46,4.2,8.25,9.46,34,34,1115.57,320.62,55.25,11.61,1.61,0.71,
2021/06/02T00:15:25z,10:52:1c:4d:af:f9,6.01,2.0+OPENLOG+15485 MB+DS3231+BME280+PMSX003-B+PMSX003-A,77,46,54,992.18,0.02,36504,0,595,5.93,8.04,8.4,5.93,8.04,8.4,33,33,1458.26,389.67,54.6,2.47,0.47,0.23,4.08,6.97,9.34,4.08,6.97,9.34,29,29,1092.46,313.02,62.03,6.24,3.46,2.61,
2021/06/02T00:17:25z,10:52:1c:4d:af:f9,6.01,2.0+OPENLOG+15485 MB+DS3231+BME280+PMSX003-B+PMSX003-A,77,45,54,992.06,0.02,36504,0,715,5.54,7.95,8.75,5.54,7.95,8.75,33,33,1418.09,375.52,53.14,3.11,0.98,0.79,3.67,6.17,6.93,3.67,6.17,6.93,26,26,1033.71,295.05,47.03,3.76,1.1,0.62,
2021/06/02T00:19:25z,10:52:1c:4d:af:f9,6.01,2.0+OPENLOG+15485 MB+DS3231+BME280+PMSX003-B+PMSX003-A,77,46,54,992.13,0.02,36504,0,835,5.54,7.75,7.95,5.54,7.75,7.95,32,32,1364.89,377.89,49.26,1.63,0.32,0.21,4.3,7.5,8.98,4.3,7.5,8.98,31,31,1131,313.84,54.36,9.07,1.39,1.04,
