UTCDateTime,mac_address,firmware_ver,hardware,current_temp_f,current_humidity,current_dewpoint_f,pressure,adc,mem,rssi,uptime,pm1_0_cf_1,pm2_5_cf_1,pm10_0_cf_1,pm1_0_atm,pm2_5_atm,pm10_0_atm,pm2.5_aqi_cf_1,pm2.5_aqi_atm,p_0_3_um,p_0_5_um,p_1_0_um,p_2_5_um,p_5_0_um,p_10_0_um,pm1_0_cf_1_b,pm2_5_cf_1_b,pm10_0_cf_1_b,pm1_0_atm_b,pm2_5_atm_b,pm10_0_atm_b,pm2.5_aqi_cf_1_b,pm2.5_aqi_atm_b,p_0_3_um_b,p_0_5_um_b,p_1_0_um_b,p_2_5_um_b,p_5_0_um_b,p_10_0_um_b,gas
2021/06/02T00:00:53z,10:52:1c:4d:86:b6,6.01,2.0+OPENLOG+15485 MB+DS3231+PMSX003-B+PMSX003-A,nan,nan,nan,nan,0,36616,0,357,4.95,6.75,7.18,4.95,6.75,7.18,28,28,1204.63,334.28,39.68,2.35,0.67,0.4,4.69,5.72,6.67,4.69,5.72,6.67,24,24,1072.5,297.64,37.72,1.57,1.16,0.95,
2021/06/02T00:02:53z,10:52:1c:4d:86:b6,6.01,2.0+OPENLOG+15485 MB+DS3231+PMSX003-B+PMSX003-A,nan,nan,nan,nan,0,36616,0,476,4.53,6,6.38,4.53,6,6.38,25,25,1128.78,313.81,38.02,1.59,0.5,0.24,3.96,5.67,6.09,3.96,5.67,6.09,24,24,1033.96,283.85,37.95,4.31,0.22,0.22,
2021/06/02T00:04:53z,10:52:1c:4d:86:b6,6.01,2.0+OPENLOG+15485 MB+DS3231+PMSX003-B+PMSX003-A,nan,nan,nan,nan,0,36616,0,596,4.74,6.48,7.03,4.74,6.48,7.03,27,27,1107.78,314.57,40.34,3.09,0.79,0.59,4.03,5.4,6.14,4.03,5.4,6.14,22,22,1028.38,278.59,37.34,2.28,0.72,0,
2021/06/02T00:06:53z,10:52:1c:4d:86:b6,6.01,2.0+OPENLOG+15485 MB+DS3231+PMSX003-B+PMSX003-A,nan,nan,nan,nan,0,36616,0,716,4.59,6.75,7.52,4.59,6.75,7.52,28,28,1158.7,321.64,43,2.52,1.04,0.86,4.14,5.47,5.93,4.14,5.47,5.93,23,23,1089.57,288.41,30.45,1.5,0.79,0.55,
2021/06/02T00:08:53z,10:52:1c:4d:86:b6,6.01,2.0+OPENLOG+15485 MB+DS3231+PMSX003-B+PMSX003-A,nan,nan,nan,nan,0,36616,0,836,5.16,6.61,7.07,5.16,6.61,7.07,28,28,1217.53,337.63,33.21,2.04,0.56,0.47,4.19,5.76,6.12,4.19,5.76,6.12,24,24,1085.33,287.31,32.38,1.95,0.48,0.26,
2021/06/02T00:10:53z,10:52:1c:4d:86:b6,6.01,2.0+OPENLOG+15485 MB+DS3231+PMSX003-B+PMSX003-A,nan,nan,nan,nan,0,36616,0,956,4.81,6.36,7.41,4.81,6.36,7.41,26,26,1176.81,325.19,38.27,2.81,1.58,0.49,4.37,6.87,7.46,4.37,6.87,7.46,29,29,1079.56,304.15,46.78,5.41,0.83,0.63,
2021/06/02T00:12:53z,10:52:1c:4d:86:b6,6.01,2.0+OPENLOG+15485 MB+DS3231+PMSX003-B+PMSX003-A,nan,nan,nan,nan,0,36616,0,1076,4.17,5.69,5.79,4.17,5.69,5.79,24,24,1117.19,309.17,36.53,2.21,0.19,0,4.44,6.18,7.61,4.44,6.18,7.61,26,26,1153.68,313.28,41.39,4.09,1.4,0.89,
2021/06/02T00:14:53z,10:52:1c:4d:86:b6,6.01,2.0+OPENLOG+15485 MB+DS3231+PMSX003-B+PMSX003-A,nan,nan,nan,nan,0,36616,0,1196,4.8,6.27,6.5,4.8,6.27,6.5,26,26,1187.41,332.77,40.71,1.55,0.5,0.23,4.14,6.29,6.71,4.14,6.29,6.71,26,26,1147.73,305.08,40.73,3.22,0.69,0.56,
2021/06/02T00:16:51z,10:52:1c:4d:86:b6,6.01,2.0+OPENLOG+15485 MB+DS3231+PMSX003-B+PMSX003-A,nan,nan,nan,nan,nan,36928,0,117,5,7.44,8.63,5,7.44,8.63,31,31,1161.77,322.19,55.44,6.02,1.49,1.21,5.08,6.67,6.67,5.08,6.67,6.67,28,28,1267.69,341.31,35.03,1.28,0,0,
2021/06/02T00:18:51z,10:52:1c:4d:86:b6,6.01,2.0+OPENLOG+15485 MB+DS3231+PMSX003-B+PMSX003-A,nan,nan,nan,nan,0,36616,0,237,4.81,6.51,7.04,4.81,6.51,7.04,27,27,1233,342.21,47.79,2.35,0.86,0.67,3.5,5.26,5.26,3.5,5.26,5.26,22,22,1061.64,274.67,36.76,1.05,0.03,0,
