UTCDateTime,mac_address,firmware_ver,hardware,current_temp_f,current_humidity,current_dewpoint_f,pressure,adc,mem,rssi,uptime,pm1_0_cf_1,pm2_5_cf_1,pm10_0_cf_1,pm1_0_atm,pm2_5_atm,pm10_0_atm,pm2.5_aqi_cf_1,pm2.5_aqi_atm,p_0_3_um,p_0_5_um,p_1_0_um,p_2_5_um,p_5_0_um,p_10_0_um,pm1_0_cf_1_b,pm2_5_cf_1_b,pm10_0_cf_1_b,pm1_0_atm_b,pm2_5_atm_b,pm10_0_atm_b,pm2.5_aqi_cf_1_b,pm2.5_aqi_atm_b,p_0_3_um_b,p_0_5_um_b,p_1_0_um_b,p_2_5_um_b,p_5_0_um_b,p_10_0_um_b,gas
2021/06/02T00:00:17z,10:52:1c:4c:86:4,6.01,2.0+OPENLOG+15485 MB+DS3231+BME280+PMSX003-B+PMSX003-A,89,31,54,991.88,0.01,36568,0,955,6.83,8.36,9.05,6.83,8.36,9.05,35,35,1554.51,404.03,38.54,2.31,0.92,0.41,5.32,7.2,7.86,5.32,7.2,7.86,30,30,1181.84,319.7,38.66,2.96,0.46,0.46,
2021/06/02T00:02:17z,10:52:1c:4c:86:4,6.01,2.0+OPENLOG+15485 MB+DS3231+BME280+PMSX003-B+PMSX003-A,89,31,54,991.93,0.01,36568,0,1075,7.36,9.17,10.03,7.36,9.17,10.03,38,38,1524,408.86,40.48,3.59,1.55,0.41,5.78,8.29,9.24,5.78,8.29,9.24,35,35,1258.09,349.17,40.88,6.41,1.38,0.86,
2021/06/02T00:04:17z,10:52:1c:4c:86:4,6.01,2.0+OPENLOG+15485 MB+DS3231+BME280+PMSX003-B+PMSX003-A,89,31,54,991.95,0.01,36568,0,1195,7.02,8.98,9.71,7.02,8.98,9.71,37,37,1517.67,403.78,39.31,3.49,1.09,0,5.73,7.43,8.03,5.73,7.43,8.03,31,31,1184.4,332,40.57,2.53,0.77,0,
2021/06/02T00:06:13z,10:52:1c:4c:86:4,6.01,2.0+OPENLOG+15485 MB+DS3231+BME280+PMSX003-B+PMSX003-A,89,31,54,991.96,nan,36656,0,115,6.95,8.58,9.7,6.95,8.58,9.7,36,36,1514.23,397.16,37.72,3.16,1.63,0.7,5.68,7.41,8.02,5.68,7.41,8.02,31,31,1193.05,329.1,37.27,2,0.73,0.73,
2021/06/02T00:08:13z,10:52:1c:4c:86:4,6.01,2.0+OPENLOG+15485 MB+DS3231+BME280+PMSX003-B+PMSX003-A,89,31,54,992.02,0.01,36568,0,235,7.29,9.58,9.91,7.29,9.58,9.91,40,40,1547.56,403.16,45.31,2.8,0.29,0.29,5.02,7.23,7.51,5.02,7.23,7.51,30,30,1147.37,317.42,35.05,4.04,0.46,0,
2021/06/02T00:10:13z,10:52:1c:4c:86:4,6.01,2.0+OPENLOG+15485 MB+DS3231+BME280+PMSX003-B+PMSX003-A,89,31,54,992.04,0.01,36504,0,355,7.73,9.58,10.2,7.73,9.58,10.2,40,40,1680.2,436.03,42.54,2.31,0.85,0.44,5.5,7.22,7.88,5.5,7.22,7.88,30,30,1201.5,333.07,36.05,1.45,0.97,0.45,
2021/06/02T00:12:13z,10:52:1c:4c:86:4,6.01,2.0+OPENLOG+15485 MB+DS3231+BME280+PMSX003-B+PMSX003-A,89,31,54,992.07,0.01,36464,0,475,6.9,8.83,9.1,6.9,8.83,9.1,37,37,1562.44,391.36,41.29,1.8,0.44,0,5.75,7.58,7.98,5.75,7.58,7.98,32,32,1180.42,330.51,42.09,0.8,0.44,0,
2021/06/02T00:14:13z,10:52:1c:4c:86:4,6.01,2.0+OPENLOG+15485 MB+DS3231+BME280+PMSX003-B+PMSX003-A,89,31,54,992.08,0.01,36464,0,595,6.86,8.77,9.19,6.86,8.77,9.19,37,37,1469.47,389.37,36.67,2.07,0.42,0,6.02,7.37,7.58,6.02,7.37,7.58,31,31,1188.58,337.75,31.93,1.3,0,0,
2021/06/02T00:16:13z,10:52:1c:4c:86:4,6.01,2.0+OPENLOG+15485 MB+DS3231+BME280+PMSX003-B+PMSX003-A,89,31,54,992.06,0.01,36464,0,715,7.53,9.04,9.36,7.53,9.04,9.36,38,38,1576.47,412.22,38.87,1.89,0.36,0,5.82,7.48,8.28,5.82,7.48,8.28,31,31,1218.55,338.8,38.18,3.1,1.3,0,
2021/06/02T00:18:13z,10:52:1c:4c:86:4,6.01,2.0+OPENLOG+15485 MB+DS3231+BME280+PMSX003-B+PMSX003-A,89,31,54,992.05,0.01,36464,0,835,7,8.29,8.6,7,8.29,8.6,35,35,1523.07,390.9,37.76,1.9,0.28,0,5.89,8.09,9.3,5.89,8.09,9.3,34,34,1213.84,346.4,40.32,3.89,1.33,1.33,
