UTCDateTime,mac_address,firmware_ver,hardware,current_temp_f,current_humidity,current_dewpoint_f,pressure,adc,mem,rssi,uptime,pm1_0_cf_1,pm2_5_cf_1,pm10_0_cf_1,pm1_0_atm,pm2_5_atm,pm10_0_atm,pm2.5_aqi_cf_1,pm2.5_aqi_atm,p_0_3_um,p_0_5_um,p_1_0_um,p_2_5_um,p_5_0_um,p_10_0_um,pm1_0_cf_1_b,pm2_5_cf_1_b,pm10_0_cf_1_b,pm1_0_atm_b,pm2_5_atm_b,pm10_0_atm_b,pm2.5_aqi_cf_1_b,pm2.5_aqi_atm_b,p_0_3_um_b,p_0_5_um_b,p_1_0_um_b,p_2_5_um_b,p_5_0_um_b,p_10_0_um_b,gas
2021/05/31T10:13:27z,10:52:1c:4c:86:4,6.01,2.0+OPENLOG+15485 MB+DS3231+BME280+PMSX003-B+PMSX003-A,87,33,54,989.33,nan,36656,0,116,17.77,30.44,40.26,17.65,29.65,40.09,90,88,3773.86,1018.05,207.44,32.19,14.79,2.09,15.68,28.62,40.53,15.68,28.23,40.47,86,85,3071.55,893.4,201.85,38.2,15.8,10.05,
2021/05/31T10:15:27z,10:52:1c:4c:86:4,6.01,2.0+OPENLOG+15485 MB+DS3231+BME280+PMSX003-B+PMSX003-A,88,32,54,989.33,0.01,36504,0,236,17.63,29.07,37.09,17.63,28.54,37,87,86,3592,975.72,175.89,34.98,8.91,2.28,14.76,26.17,35.57,14.76,26.09,35.4,81,80,2840.07,824.55,178.91,34.84,12.66,5.79,
2021/05/31T10:17:27z,10:52:1c:4c:86:4,6.01,2.0+OPENLOG+15485 MB+DS3231+BME280+PMSX003-B+PMSX003-A,88,31,54,989.26,0.01,36504,0,356,17.53,28.75,36.63,17.53,28.44,36.63,86,85,3588.63,972.77,178.6,28.88,10,3.19,14.54,27.7,37.76,14.54,27.46,37.74,84,83,2944.22,837.91,184.48,42.43,13.72,7,
2021/05/31T10:19:27z,10:52:1c:4c:86:4,6.01,2.0+OPENLOG+15485 MB+DS3231+BME280+PMSX003-B+PMSX003-A,89,30,54,989.23,0.01,36504,0,476,17.53,27,35.55,17.53,26.91,35.55,82,82,3552.1,968.41,172.9,25.52,12.52,3.41,14.29,26.5,37.79,14.29,26.45,37.64,81,81,2873.73,832.25,179.55,41.45,14.86,5.5,
2021/05/31T10:21:27z,10:52:1c:4c:86:4,6.01,2.0+OPENLOG+15485 MB+DS3231+BME280+PMSX003-B+PMSX003-A,89,30,53,989.19,0.01,36504,0,596,17,26.82,34.22,16.96,26.73,34.22,82,82,3465.05,933.27,169.78,23.78,10.18,3.64,13.88,24.98,32.98,13.88,24.97,32.98,78,78,2798.28,797.59,166.59,32,10.83,5.17,
2021/05/31T10:23:27z,10:52:1c:4c:86:4,6.01,2.0+OPENLOG+15485 MB+DS3231+BME280+PMSX003-B+PMSX003-A,90,29,54,989.2,0.01,36504,0,716,16.75,25.72,33.18,16.75,25.61,33.18,80,79,3324.42,897.23,152.56,25.19,10.39,2.35,14.23,25.3,34.04,14.23,25.25,34.04,79,79,2779.47,799.35,161.98,34.05,11.4,6.11,
2021/05/31T10:25:27z,10:52:1c:4c:86:4,6.01,2.0+OPENLOG+15485 MB+DS3231+BME280+PMSX003-B+PMSX003-A,90,29,53,989.16,0.01,36464,0,836,16.66,25.79,30.55,16.66,25.79,30.55,80,80,3426.32,914.5,152.25,18.68,6.04,2.04,14.77,24.68,34.02,14.77,24.68,34.02,77,77,2738.14,799.98,169.23,29.68,12.18,6.46,
2021/05/31T10:27:27z,10:52:1c:4c:86:4,6.01,2.0+OPENLOG+15485 MB+DS3231+BME280+PMSX003-B+PMSX003-A,90,29,53,989.12,0.01,36464,0,956,17.46,26.68,35.17,17.46,26.68,35.17,82,82,3494.75,934.34,164.37,25.08,11.9,3.49,13.65,23.91,33.5,13.65,23.91,33.5,76,76,2662.89,771.52,170.93,30.31,12.3,7.26,
2021/05/31T10:29:27z,10:52:1c:4c:86:4,6.01,2.0+OPENLOG+15485 MB+DS3231+BME280+PMSX003-B+PMSX003-A,90,28,53,989.09,0.01,36464,0,1076,17.18,26.47,34.07,17.18,26.47,34.07,81,81,3474.84,934.35,159.72,22.88,10,3.82,14.58,26.13,33.31,14.58,26.13,33.31,80,80,2745.82,798.62,176.38,35.33,9.27,2.95,
2021/05/31T10:31:27z,10:52:1c:4c:86:4,6.01,2.0+OPENLOG+15485 MB+DS3231+BME280+PMSX003-B+PMSX003-A,91,28,54,989,0.01,36464,0,1196,16.65,26.53,31.71,16.65,26.51,31.71,81,81,3293.02,896.73,166.58,19.89,6.36,1.2,14.93,26.14,33.02,14.93,26.09,33.02,81,80,2841.21,838.29,163.83,30.19,9.76,4.14,
2021/05/31T10:33:24z,10:52:1c:4c:86:4,6.01,2.0+OPENLOG+15485 MB+DS3231+BME280+PMSX003-B+PMSX003-A,91,28,53,989.08,nan,36656,0,116,17.79,24.44,30.23,17.79,24.44,30.23,77,77,3396.28,932.84,134.14,16.09,9.58,0.56,15.22,21.93,31.46,15.22,21.93,31.46,72,72,2813.41,809.73,140.73,20.29,14.51,3.32,
2021/05/31T10:35:24z,10:52:1c:4c:86:4,6.01,2.0+OPENLOG+15485 MB+DS3231+BME280+PMSX003-B+PMSX003-A,91,28,53,989.06,0.01,36568,0,236,16.63,24.56,32.56,16.63,24.56,32.56,77,77,3397.11,909.07,155.44,24.26,10,3.26,14.19,24.53,33.19,14.19,24.53,33.19,77,77,2758.58,788.81,164.86,33.32,12.6,4.39,
2021/05/31T10:37:24z,10:52:1c:4c:86:4,6.01,2.0+OPENLOG+15485 MB+DS3231+BME280+PMSX003-B+PMSX003-A,91,28,53,988.98,0.01,36568,0,356,17.28,27.26,37.31,17.28,27.17,37.31,83,83,3498.72,939.17,176,28.83,13.31,5.62,14.53,24.93,34.77,14.53,24.93,34.77,78,78,2770.63,810.86,167.09,31.79,13.26,6.7,
