UTCDateTime,mac_address,firmware_ver,hardware,current_temp_f,current_humidity,current_dewpoint_f,pressure,adc,mem,rssi,uptime,pm1_0_cf_1,pm2_5_cf_1,pm10_0_cf_1,pm1_0_atm,pm2_5_atm,pm10_0_atm,pm2.5_aqi_cf_1,pm2.5_aqi_atm,p_0_3_um,p_0_5_um,p_1_0_um,p_2_5_um,p_5_0_um,p_10_0_um,pm1_0_cf_1_b,pm2_5_cf_1_b,pm10_0_cf_1_b,pm1_0_atm_b,pm2_5_atm_b,pm10_0_atm_b,pm2.5_aqi_cf_1_b,pm2.5_aqi_atm_b,p_0_3_um_b,p_0_5_um_b,p_1_0_um_b,p_2_5_um_b,p_5_0_um_b,p_10_0_um_b,gas
2021/05/19T12:11:42z,10:52:1c:4c:86:4,6.01,2.0+OPENLOG+15485 MB+DS3231+BME280+PMSX003-B+PMSX003-A,86,49,65,1011.66,nan,36656,0,116,7.4,8.86,10.14,7.4,8.86,10.14,37,37,1679.71,431.76,40.9,2.81,1.71,0.43,5.45,7.35,8.98,5.45,7.35,8.98,31,31,1236.3,345.23,36.53,4.9,2.15,0.35,
2021/05/19T12:13:42z,10:52:1c:4c:86:4,6.01,2.0+OPENLOG+15485 MB+DS3231+BME280+PMSX003-B+PMSX003-A,86,48,64,1011.61,0.01,36568,0,236,6.73,8.39,9.66,6.73,8.39,9.66,35,35,1624.5,394.5,36.61,5.21,1.43,0.25,5.35,6.9,8,5.35,6.9,8,29,29,1189.3,328.23,36.92,3.43,1.97,0.17,
2021/05/19T12:15:42z,10:52:1c:4c:86:4,6.01,2.0+OPENLOG+15485 MB+DS3231+BME280+PMSX003-B+PMSX003-A,87,46,64,1011.57,0.01,36568,0,356,6.66,8.14,9.14,6.66,8.14,9.14,34,34,1451.9,384.07,31.8,3.63,1.93,0,4.93,6.54,8.25,4.93,6.54,8.25,27,27,1135.11,311.32,37.67,3.89,2.32,0.46,
2021/05/19T12:17:42z,10:52:1c:4c:86:4,6.01,2.0+OPENLOG+15485 MB+DS3231+BME280+PMSX003-B+PMSX003-A,87,45,63,1011.55,0.01,36568,0,476,6.45,7.88,9.34,6.45,7.88,9.34,33,33,1427.17,368.76,31.55,4.17,1.93,0.45,4.67,7.09,8.65,4.67,7.09,8.65,30,30,1085.29,309.42,33.58,7.24,2.25,0.98,
2021/05/19T12:19:42z,10:52:1c:4c:86:4,6.01,2.0+OPENLOG+15485 MB+DS3231+BME280+PMSX003-B+PMSX003-A,87,45,63,1011.59,0.01,36256,0,596,6.66,8.41,9.79,6.66,8.41,9.79,35,35,1510.61,390.11,37.68,4.54,1.57,0,4.68,6.15,6.68,4.68,6.15,6.68,26,26,1065.61,292.15,32.05,2.34,0.92,0,
2021/05/19T12:21:42z,10:52:1c:4c:86:4,6.01,2.0+OPENLOG+15485 MB+DS3231+BME280+PMSX003-B+PMSX003-A,87,45,63,1011.48,0.01,36568,0,716,6.25,7.55,8.7,6.25,7.55,8.7,31,31,1413,370.36,30.71,3.96,1.5,0.71,4.54,5.73,6.71,4.54,5.73,6.71,24,24,1027.93,271.29,32.17,2.37,1.36,0.51,
2021/05/19T12:23:42z,10:52:1c:4c:86:4,6.01,2.0+OPENLOG+15485 MB+DS3231+BME280+PMSX003-B+PMSX003-A,87,44,63,1011.41,0.01,36568,0,836,6.4,7.64,9.4,6.4,7.64,9.4,32,32,1412.9,367.48,34.34,3.48,2.48,0.48,3.9,4.84,5.07,3.9,4.84,5.07,20,20,926.59,256.14,21.45,1.55,0.34,0.34,
2021/05/19T12:25:42z,10:52:1c:4c:86:4,6.01,2.0+OPENLOG+15485 MB+DS3231+BME280+PMSX003-B+PMSX003-A,87,44,62,1011.4,0.01,36568,0,956,5.47,6.88,7.12,5.47,6.88,7.12,29,29,1320.81,338.81,30.31,1.46,0.31,0,4.32,5.62,7.64,4.32,5.62,7.64,23,23,1003.23,278.21,28.11,4,2.54,0.68,
2021/05/19T12:27:42z,10:52:1c:4c:86:4,6.01,2.0+OPENLOG+15485 MB+DS3231+BME280+PMSX003-B+PMSX003-A,87,44,62,1011.35,0.01,36504,0,1076,5.71,7.16,7.52,5.71,7.16,7.52,30,30,1341.72,339.45,28.97,1.69,0.38,0,4.21,5.5,5.64,4.21,5.5,5.64,23,23,1006.66,269.69,27.5,0.79,0.14,0.14,
2021/05/19T12:29:42z,10:52:1c:4c:86:4,6.01,2.0+OPENLOG+15485 MB+DS3231+BME280+PMSX003-B+PMSX003-A,87,44,62,1011.38,0.01,36504,0,1196,5.8,7.35,8.36,5.8,7.35,8.36,31,31,1328.07,341.53,31.13,3.45,1.45,0,4.5,6.15,7.17,4.5,6.15,7.17,26,26,1067.6,289.57,28.8,4.73,1.5,0.33,
