UTCDateTime,mac_address,firmware_ver,hardware,current_temp_f,current_humidity,current_dewpoint_f,pressure,adc,mem,rssi,uptime,pm1_0_cf_1,pm2_5_cf_1,pm10_0_cf_1,pm1_0_atm,pm2_5_atm,pm10_0_atm,pm2.5_aqi_cf_1,pm2.5_aqi_atm,p_0_3_um,p_0_5_um,p_1_0_um,p_2_5_um,p_5_0_um,p_10_0_um,pm1_0_cf_1_b,pm2_5_cf_1_b,pm10_0_cf_1_b,pm1_0_atm_b,pm2_5_atm_b,pm10_0_atm_b,pm2.5_aqi_cf_1_b,pm2.5_aqi_atm_b,p_0_3_um_b,p_0_5_um_b,p_1_0_um_b,p_2_5_um_b,p_5_0_um_b,p_10_0_um_b,gas
2021/05/19T11:36:01z,10:52:1c:4d:ae:9b,6.01,2.0+OPENLOG+15485 MB+DS3231+BME280+PMSX003-B+PMSX003-A,84,54,65,1013.06,nan,34352,0,116,12.1,15.9,17.33,12.1,15.9,17.33,59,59,2361.57,656.52,82.29,3.57,1.76,0.33,9,12.57,15.05,9,12.57,15.05,52,52,2025.53,561.62,68.97,9.2,3.33,3.33,
2021/05/19T11:38:01z,10:52:1c:4d:ae:9b,6.01,2.0+OPENLOG+15485 MB+DS3231+BME280+PMSX003-B+PMSX003-A,85,53,66,1013.04,0.02,34200,0,236,11.67,15.16,15.55,11.67,15.16,15.55,57,57,2317.85,624.36,76.51,3.64,0.33,0,7.97,11.25,13.33,7.97,11.25,13.33,47,47,1800.55,497.9,58.78,8.32,2.98,1.82,
2021/05/19T11:40:01z,10:52:1c:4d:ae:9b,6.01,2.0+OPENLOG+15485 MB+DS3231+BME280+PMSX003-B+PMSX003-A,85,52,65,1012.98,0.02,34200,0,356,10.43,14.05,15.03,10.43,14.05,15.03,55,55,2086.97,572.86,71.83,4.48,1.21,0.34,7.73,10.02,12.12,7.73,10.02,12.12,42,42,1785.38,486.91,56.86,6.25,2.77,2.07,
2021/05/19T11:42:01z,10:52:1c:4d:ae:9b,6.01,2.0+OPENLOG+15485 MB+DS3231+BME280+PMSX003-B+PMSX003-A,85,52,65,1012.95,0.02,34200,0,476,10.54,13.24,14.27,10.54,13.24,14.27,53,53,2031.86,559.76,58.85,5.9,1.36,0,8,10.78,11.73,8,10.78,11.73,45,45,1727.84,470.64,61.55,6.25,1.13,1.13,
2021/05/19T11:44:01z,10:52:1c:4d:ae:9b,6.01,2.0+OPENLOG+15485 MB+DS3231+BME280+PMSX003-B+PMSX003-A,86,51,66,1013,0.02,34200,0,596,10.61,14.26,14.91,10.61,14.26,14.91,56,56,2207.37,590.25,68.21,4.98,0.91,0,7.8,10.68,12.53,7.8,10.68,12.53,44,44,1789.27,489.75,60.81,6.78,1.95,1.76,
2021/05/19T11:46:01z,10:52:1c:4d:ae:9b,6.01,2.0+OPENLOG+15485 MB+DS3231+BME280+PMSX003-B+PMSX003-A,86,51,65,1012.99,0.02,34200,0,716,10.3,12.95,14.07,10.3,12.95,14.07,53,53,2075.04,557.64,60.32,3.25,2.04,0,7.63,10.02,11.23,7.63,10.02,11.23,42,42,1653.15,459.1,56.58,5.55,1.78,1.28,
2021/05/19T11:48:01z,10:52:1c:4d:ae:9b,6.01,2.0+OPENLOG+15485 MB+DS3231+BME280+PMSX003-B+PMSX003-A,86,50,65,1012.95,0.02,34200,0,836,9.02,11.76,12.12,9.02,11.76,12.12,49,49,1906.98,516.92,53.69,2.61,0.71,0,7.2,9.61,10.75,7.2,9.61,10.75,40,40,1616.2,434.52,54.82,4.98,1.71,1.21,
2021/05/19T11:50:01z,10:52:1c:4d:ae:9b,6.01,2.0+OPENLOG+15485 MB+DS3231+BME280+PMSX003-B+PMSX003-A,86,50,65,1012.92,0.02,34200,0,956,9.46,11.73,12.29,9.46,11.73,12.29,49,49,1995.66,531.56,53.49,2.54,0.27,0,6.85,9.45,11.71,6.85,9.45,11.71,39,39,1541.45,422.6,57.09,6.47,3.02,2.44,
2021/05/19T11:52:01z,10:52:1c:4d:ae:9b,6.01,2.0+OPENLOG+15485 MB+DS3231+BME280+PMSX003-B+PMSX003-A,87,49,65,1012.85,0.02,34200,0,1076,8.86,12.02,12.74,8.86,12.02,12.74,50,50,1847.07,513.55,57.86,5.41,0.83,0,7.05,9.46,11.21,7.05,9.46,11.21,39,39,1576.32,427.74,58.91,5.16,2.33,2.11,
2021/05/19T11:54:01z,10:52:1c:4d:ae:9b,6.01,2.0+OPENLOG+15485 MB+DS3231+BME280+PMSX003-B+PMSX003-A,87,49,65,1012.83,0.02,34200,0,1196,8.98,11.96,12.67,8.98,11.96,12.67,50,50,1834,499.47,61.02,4.07,0.39,0,6.39,8.24,9.81,6.39,8.24,9.81,34,34,1486.73,407.15,44.24,4.15,1.9,1.83,
