UTCDateTime,mac_address,firmware_ver,hardware,current_temp_f,current_humidity,current_dewpoint_f,pressure,adc,mem,rssi,uptime,pm1_0_cf_1,pm2_5_cf_1,pm10_0_cf_1,pm1_0_atm,pm2_5_atm,pm10_0_atm,pm2.5_aqi_cf_1,pm2.5_aqi_atm,p_0_3_um,p_0_5_um,p_1_0_um,p_2_5_um,p_5_0_um,p_10_0_um,pm1_0_cf_1_b,pm2_5_cf_1_b,pm10_0_cf_1_b,pm1_0_atm_b,pm2_5_atm_b,pm10_0_atm_b,pm2.5_aqi_cf_1_b,pm2.5_aqi_atm_b,p_0_3_um_b,p_0_5_um_b,p_1_0_um_b,p_2_5_um_b,p_5_0_um_b,p_10_0_um_b,gas
2021/05/19T12:18:21z,50:2:91:e5:36:6e,6.01,2.0+OPENLOG+15582 MB+DS3231+BME280+PMSX003-B+PMSX003-A,85,45,61,1010.71,nan,36656,0,116,4.86,7.05,8.63,4.86,7.05,8.63,29,29,1173,312.6,44.74,5.4,2.47,1.21,5.5,6.78,7.1,5.5,6.78,7.1,28,28,1217.03,325.2,30.38,1.75,0.38,0,
2021/05/19T12:20:21z,50:2:91:e5:36:6e,6.01,2.0+OPENLOG+15582 MB+DS3231+BME280+PMSX003-B+PMSX003-A,85,45,61,1010.69,0.01,36504,0,236,4.45,6.13,7.27,4.45,6.13,7.27,26,26,1059,275.27,35.6,3.93,1.31,0.76,6.22,8.1,8.26,6.22,8.1,8.26,34,34,1281.98,355.45,37.91,2.9,0.24,0,
2021/05/19T12:22:21z,50:2:91:e5:36:6e,6.01,2.0+OPENLOG+15582 MB+DS3231+BME280+PMSX003-B+PMSX003-A,86,46,62,1010.66,0.01,36504,0,356,4.42,5.97,7.75,4.42,5.97,7.75,25,25,1051.6,283.83,34.73,4.63,2.37,1.7,5.45,6.74,6.95,5.45,6.74,6.95,28,28,1208.74,331.24,32.29,1.6,0.17,0.17,
2021/05/19T12:24:21z,50:2:91:e5:36:6e,6.01,2.0+OPENLOG+15582 MB+DS3231+BME280+PMSX003-B+PMSX003-A,86,46,62,1010.63,0.01,36504,0,476,5.1,6.6,7.53,5.1,6.6,7.53,28,28,1132.14,307.19,33.62,3.17,1.31,0.72,5.71,7.48,7.93,5.71,7.48,7.93,31,31,1220.57,327.43,40.89,2.52,0.43,0.23,
2021/05/19T12:26:21z,50:2:91:e5:36:6e,6.01,2.0+OPENLOG+15582 MB+DS3231+BME280+PMSX003-B+PMSX003-A,86,45,62,1010.6,0.01,36504,0,596,4.64,6.07,7.9,4.64,6.07,7.9,25,25,1045.14,286.26,32.66,5.55,2.76,0.55,5.53,7.39,7.54,5.53,7.39,7.54,31,31,1185.11,322.04,31.07,2.09,0.19,0,
2021/05/19T12:28:21z,50:2:91:e5:36:6e,6.01,2.0+OPENLOG+15582 MB+DS3231+BME280+PMSX003-B+PMSX003-A,86,45,62,1010.55,0.01,36504,0,716,4.61,5.96,7.91,4.61,5.96,7.91,25,25,1037.21,277.51,31.68,4.81,2.46,1.61,5.42,6.54,6.69,5.42,6.54,6.69,27,27,1098.92,299.19,29.88,0.8,0.25,0.25,
2021/05/19T12:30:21z,50:2:91:e5:36:6e,6.01,2.0+OPENLOG+15582 MB+DS3231+BME280+PMSX003-B+PMSX003-A,86,45,62,1010.57,0.01,36504,0,836,4,5.46,6.86,4,5.46,6.86,23,23,984.11,261.89,34.39,2.77,1.72,1.37,5.22,7.41,7.41,5.22,7.41,7.41,31,31,1114.14,306.71,45.36,1.31,0,0,
2021/05/19T12:32:21z,50:2:91:e5:36:6e,6.01,2.0+OPENLOG+15582 MB+DS3231+BME280+PMSX003-B+PMSX003-A,87,45,63,1010.52,0.01,36504,0,956,4.17,5.67,8.55,4.17,5.67,8.55,24,24,1026.05,267.47,40.27,5.27,3.53,2.6,5.46,7.04,7.32,5.46,7.04,7.32,29,29,1177.55,314.27,37.41,2.05,0.5,0.25,
2021/05/19T12:34:21z,50:2:91:e5:36:6e,6.01,2.0+OPENLOG+15582 MB+DS3231+BME280+PMSX003-B+PMSX003-A,87,45,63,1010.51,0.01,36504,0,1076,4.7,6.7,8.1,4.7,6.7,8.1,28,28,1058.45,282.65,36.07,4.57,1.73,1.73,5.09,6.38,6.84,5.09,6.38,6.84,27,27,1083.36,289.29,29.74,2.1,0.67,0.21,
2021/05/19T12:36:21z,50:2:91:e5:36:6e,6.01,2.0+OPENLOG+15582 MB+DS3231+BME280+PMSX003-B+PMSX003-A,87,45,63,1010.49,0.01,36504,0,1196,4.37,6.4,7.47,4.37,6.4,7.47,27,27,978.84,264.35,36.25,4.39,1.4,1.02,5.16,6.79,7.43,5.16,6.79,7.43,28,28,1098.36,308.43,37.88,1.78,0.88,0.4,
